shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag
SHP-02143,2023-07-27,inbound,NorthStar,"Dallas, TX","San Antonio, TX",TX-TX,Apparel,62.5,225,3,1,-2.5,0,13.75,14.92,1.17,0
SHP-00380,2023-07-28,outbound,CargoLink,"Houston, TX","Kansas City, MO",TX-MO,Automotive,238.5,115,5,6,1.4,1,10.53,11.31,0.78,0
SHP-02915,2023-07-28,outbound,RelayEx,"Houston, TX","Tampa, FL",TX-FL,Food & Beverage,28.2,30,7,8,1.3,1,4.68,4.61,-0.07,0
SHP-02135,2023-07-28,outbound,DirectMove,"Seattle, WA","Kansas City, MO",WA-MO,Automotive,76.1,106,3,5,2.4,1,8.79,9.79,1.0,0
SHP-01773,2023-07-28,outbound,DirectMove,"Los Angeles, CA","Charlotte, NC",CA-NC,Consumer Goods,154.9,41,5,11,6.2,1,7.08,7.8,0.72,0
SHP-02438,2023-07-28,outbound,FastFreight,"Memphis, TN","Portland, OR",TN-OR,Industrial Parts,90.4,25,2,2,-0.0,0,5.01,5.01,0.0,0
SHP-01734,2023-07-28,inbound,PrimeHaul,"Memphis, TN","Indianapolis, IN",TN-IN,Automotive,536.6,32,7,7,0.5,1,11.02,10.85,-0.17,0
SHP-00753,2023-07-28,outbound,FastFreight,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Pharmaceuticals,127.7,64,2,2,0.3,1,8.2,8.63,0.43,0
SHP-00171,2023-07-29,inbound,SwiftLog,"New York, NY","Tampa, FL",NY-FL,Apparel,175.4,30,10,10,0.5,1,6.0,6.14,0.14,0
SHP-00192,2023-07-29,inbound,FastFreight,"Denver, CO","Portland, OR",CO-OR,Industrial Parts,129.2,16,7,8,1.1,1,5.66,5.57,-0.09,0
SHP-01283,2023-07-29,outbound,CargoLink,"Memphis, TN","Minneapolis, MN",TN-MN,Food & Beverage,64.1,68,3,3,-0.0,0,6.94,7.6,0.66,0
SHP-02450,2023-07-29,inbound,CargoLink,"Los Angeles, CA","Nashville, TN",CA-TN,Office Supplies,65.3,119,2,1,-0.8,0,9.92,10.36,0.44,0
SHP-00068,2023-07-29,outbound,PrimeHaul,"Chicago, IL","Baltimore, MD",IL-MD,Food & Beverage,36.6,39,3,1,-2.5,0,5.62,5.66,0.04,0
SHP-00581,2023-07-29,outbound,DirectMove,"Chicago, IL","Charlotte, NC",IL-NC,Office Supplies,80.0,7,7,10,3.4,1,4.29,4.81,0.52,0
SHP-02284,2023-07-30,outbound,SwiftLog,"New York, NY","Indianapolis, IN",NY-IN,Automotive,13.8,12,3,5,1.9,1,3.25,3.28,0.03,0
SHP-00272,2023-07-30,outbound,CargoLink,"Detroit, MI","Portland, OR",MI-OR,Industrial Parts,101.6,40,7,8,1.1,1,6.14,6.52,0.38,0
SHP-01921,2023-07-30,inbound,FastFreight,"Dallas, TX","Columbus, OH",TX-OH,Apparel,130.3,165,2,2,0.2,1,13.68,14.05,0.37,0
SHP-01780,2023-07-31,outbound,FastFreight,"Atlanta, GA","Portland, OR",GA-OR,Automotive,37.8,77,3,3,-0.5,0,7.46,7.36,-0.1,0
SHP-02160,2023-07-31,inbound,PrimeHaul,"Seattle, WA","Kansas City, MO",WA-MO,Office Supplies,71.4,321,2,1,-0.6,0,20.99,21.16,0.17,0
SHP-00494,2023-07-31,outbound,RelayEx,"Atlanta, GA","Tampa, FL",GA-FL,Pharmaceuticals,143.7,32,3,3,-0.2,0,6.28,6.54,0.26,0
SHP-02598,2023-07-31,inbound,DirectMove,"Houston, TX","Tampa, FL",TX-FL,Food & Beverage,165.1,14,14,19,4.6,1,5.49,6.05,0.56,0
SHP-00053,2023-07-31,outbound,RelayEx,"Houston, TX","Minneapolis, MN",TX-MN,Pharmaceuticals,705.3,25,7,10,2.9,1,12.67,13.76,1.09,0
SHP-02003,2023-08-01,outbound,NorthStar,"Detroit, MI","Charlotte, NC",MI-NC,Office Supplies,67.1,31,14,13,-0.7,0,5.25,5.74,0.49,0
SHP-02780,2023-08-01,outbound,SwiftLog,"Atlanta, GA","Salt Lake City, UT",GA-UT,Apparel,250.8,1,3,6,3.4,1,6.06,6.37,0.31,0
SHP-02592,2023-08-02,outbound,FastFreight,"Detroit, MI","Nashville, TN",MI-TN,Apparel,38.7,32,5,4,-1.2,0,4.63,4.26,-0.37,0
SHP-00888,2023-08-02,outbound,DirectMove,"Seattle, WA","Louisville, KY",WA-KY,Apparel,13.7,45,5,5,0.5,1,5.27,6.09,0.82,0
SHP-01310,2023-08-02,outbound,SwiftLog,"Miami, FL","Charlotte, NC",FL-NC,Pharmaceuticals,164.4,38,3,3,-0.1,0,6.83,7.05,0.22,0
SHP-01110,2023-08-02,inbound,RelayEx,"Denver, CO","Charlotte, NC",CO-NC,Apparel,167.4,59,7,7,0.5,1,7.16,7.59,0.43,0
SHP-00624,2023-08-02,outbound,SwiftLog,"Denver, CO","Minneapolis, MN",CO-MN,Apparel,109.9,64,5,3,-1.7,0,8.03,8.66,0.63,0
SHP-01253,2023-08-02,inbound,NorthStar,"Los Angeles, CA","Minneapolis, MN",CA-MN,Office Supplies,11.6,31,7,9,2.0,1,4.88,5.15,0.27,0
SHP-01196,2023-08-02,outbound,PrimeHaul,"Miami, FL","Minneapolis, MN",FL-MN,Pharmaceuticals,156.6,51,10,11,1.3,1,6.81,7.23,0.42,0
SHP-02378,2023-08-03,outbound,PrimeHaul,"Los Angeles, CA","Minneapolis, MN",CA-MN,Apparel,505.9,17,5,6,0.8,1,10.25,10.67,0.42,0
SHP-01147,2023-08-04,inbound,DirectMove,"Los Angeles, CA","Portland, OR",CA-OR,Electronics,183.6,68,3,8,4.8,1,7.61,9.09,1.48,0
SHP-02626,2023-08-04,outbound,SwiftLog,"Miami, FL","Columbus, OH",FL-OH,Food & Beverage,252.8,177,5,5,-0.3,0,15.11,15.87,0.76,0
SHP-02911,2023-08-04,outbound,DirectMove,"New York, NY","Minneapolis, MN",NY-MN,Apparel,53.7,26,7,11,4.2,1,4.31,4.8,0.49,0
SHP-00204,2023-08-04,inbound,PrimeHaul,"Detroit, MI","Minneapolis, MN",MI-MN,Food & Beverage,209.5,54,14,16,1.8,1,8.44,8.41,-0.03,0
SHP-00723,2023-08-04,inbound,NorthStar,"New York, NY","San Antonio, TX",NY-TX,Office Supplies,31.0,128,5,5,-0.1,0,9.4,9.49,0.09,0
SHP-01470,2023-08-04,outbound,RelayEx,"Chicago, IL","Louisville, KY",IL-KY,Automotive,13.3,61,2,3,1.4,1,5.43,5.54,0.11,0
SHP-02008,2023-08-04,inbound,PrimeHaul,"Denver, CO","Charlotte, NC",CO-NC,Automotive,52.8,98,5,6,1.3,1,7.94,8.05,0.11,0
SHP-00117,2023-08-05,outbound,FastFreight,"Seattle, WA","Salt Lake City, UT",WA-UT,Automotive,16.5,58,5,4,-0.9,0,5.53,5.53,0.0,0
SHP-02157,2023-08-05,outbound,PrimeHaul,"Los Angeles, CA","Charlotte, NC",CA-NC,Pharmaceuticals,58.2,46,5,4,-1.3,0,6.11,6.19,0.08,0
SHP-00593,2023-08-05,inbound,NorthStar,"Seattle, WA","Kansas City, MO",WA-MO,Apparel,184.9,72,2,8,6.4,1,8.05,8.03,-0.02,0
SHP-00704,2023-08-05,inbound,DirectMove,"Detroit, MI","Minneapolis, MN",MI-MN,Office Supplies,180.9,59,5,7,2.0,1,8.63,9.54,0.91,0
SHP-01108,2023-08-05,outbound,RelayEx,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Electronics,44.8,19,5,5,-0.2,0,4.59,4.66,0.07,0
SHP-01776,2023-08-06,outbound,RelayEx,"Los Angeles, CA","Tampa, FL",CA-FL,Electronics,321.7,21,10,10,-0.4,0,7.49,8.02,0.53,0
SHP-02835,2023-08-06,outbound,FastFreight,"Miami, FL","Nashville, TN",FL-TN,Industrial Parts,31.2,113,3,3,-0.1,0,9.6,9.55,-0.05,0
SHP-01894,2023-08-06,inbound,FastFreight,"Dallas, TX","Baltimore, MD",TX-MD,Food & Beverage,50.0,38,7,7,0.4,1,4.87,5.04,0.17,0
SHP-02941,2023-08-07,inbound,PrimeHaul,"Phoenix, AZ","Baltimore, MD",AZ-MD,Food & Beverage,50.8,108,2,4,1.6,1,9.63,10.08,0.45,0
SHP-02095,2023-08-07,inbound,RelayEx,"Phoenix, AZ","Charlotte, NC",AZ-NC,Food & Beverage,88.7,99,5,5,-0.2,0,9.0,9.37,0.37,0
SHP-00435,2023-08-07,outbound,DirectMove,"Phoenix, AZ","Portland, OR",AZ-OR,Industrial Parts,22.3,32,14,17,2.8,1,4.46,4.8,0.34,0
SHP-00423,2023-08-07,outbound,CargoLink,"Seattle, WA","Baltimore, MD",WA-MD,Office Supplies,123.8,66,3,1,-3.3,0,7.79,8.22,0.43,0
SHP-01020,2023-08-08,outbound,SwiftLog,"Dallas, TX","Portland, OR",TX-OR,Office Supplies,161.5,32,7,7,-0.5,0,5.99,6.12,0.13,0
SHP-00896,2023-08-08,outbound,SwiftLog,"Miami, FL","Nashville, TN",FL-TN,Consumer Goods,98.5,43,10,12,1.6,1,6.72,6.92,0.2,0
SHP-00940,2023-08-08,outbound,DirectMove,"Memphis, TN","San Antonio, TX",TN-TX,Industrial Parts,102.2,43,7,7,-0.2,0,6.07,6.84,0.77,0
SHP-02509,2023-08-10,outbound,NorthStar,"Seattle, WA","Charlotte, NC",WA-NC,Automotive,62.9,35,14,13,-0.6,0,5.27,6.09,0.82,0
SHP-00284,2023-08-10,outbound,SwiftLog,"Phoenix, AZ","San Antonio, TX",AZ-TX,Consumer Goods,106.9,106,7,7,-0.3,0,9.83,10.31,0.48,0
SHP-01510,2023-08-11,inbound,FastFreight,"Seattle, WA","Salt Lake City, UT",WA-UT,Electronics,185.5,157,10,10,0.4,1,13.29,13.66,0.37,0
SHP-02518,2023-08-11,inbound,NorthStar,"Miami, FL","Columbus, OH",FL-OH,Electronics,332.9,40,7,9,2.4,1,8.18,8.87,0.69,0
SHP-02420,2023-08-11,inbound,RelayEx,"Memphis, TN","Louisville, KY",TN-KY,Office Supplies,205.1,83,3,6,2.7,1,9.64,11.03,1.39,0
SHP-00327,2023-08-12,outbound,CargoLink,"New York, NY","Kansas City, MO",NY-MO,Consumer Goods,315.5,20,3,2,-1.3,0,8.17,8.83,0.66,0
SHP-01969,2023-08-13,inbound,NorthStar,"Memphis, TN","Nashville, TN",TN-TN,Food & Beverage,115.9,182,7,9,2.4,1,14.32,15.34,1.02,0
SHP-02699,2023-08-13,outbound,CargoLink,"Miami, FL","Indianapolis, IN",FL-IN,Pharmaceuticals,215.6,25,3,3,-0.1,0,6.71,6.99,0.28,0
SHP-01942,2023-08-13,outbound,SwiftLog,"Denver, CO","Louisville, KY",CO-KY,Consumer Goods,493.9,22,5,5,0.4,1,9.91,9.84,-0.07,0
SHP-02495,2023-08-13,inbound,NorthStar,"Phoenix, AZ","Nashville, TN",AZ-TN,Electronics,76.0,24,14,14,-0.0,0,4.96,5.16,0.2,0
SHP-02882,2023-08-13,outbound,NorthStar,"Atlanta, GA","Charlotte, NC",GA-NC,Apparel,64.6,25,5,7,2.1,1,5.22,5.5,0.28,0
SHP-00011,2023-08-13,inbound,SwiftLog,"Phoenix, AZ","Baltimore, MD",AZ-MD,Consumer Goods,114.6,12,5,6,1.0,1,4.53,4.71,0.18,0
SHP-02369,2023-08-13,inbound,NorthStar,"Atlanta, GA","Charlotte, NC",GA-NC,Pharmaceuticals,119.4,60,7,10,3.0,1,6.97,7.01,0.04,0
SHP-00454,2023-08-13,inbound,NorthStar,"Houston, TX","Louisville, KY",TX-KY,Industrial Parts,469.0,58,3,4,1.2,1,10.49,11.48,0.99,0
SHP-00852,2023-08-14,outbound,FastFreight,"Denver, CO","Salt Lake City, UT",CO-UT,Office Supplies,4.2,136,3,2,-0.9,0,9.06,8.7,-0.36,0
SHP-01849,2023-08-14,outbound,RelayEx,"Memphis, TN","Tampa, FL",TN-FL,Industrial Parts,45.2,14,10,11,1.3,1,3.84,4.14,0.3,0
SHP-02994,2023-08-14,outbound,RelayEx,"Atlanta, GA","Indianapolis, IN",GA-IN,Automotive,75.3,40,10,10,-0.5,0,6.08,6.26,0.18,0
SHP-00500,2023-08-14,outbound,CargoLink,"Miami, FL","Minneapolis, MN",FL-MN,Consumer Goods,41.5,74,7,6,-1.3,0,6.69,6.94,0.25,0
SHP-00144,2023-08-15,inbound,SwiftLog,"New York, NY","San Antonio, TX",NY-TX,Pharmaceuticals,113.7,23,10,12,1.5,1,5.05,5.22,0.17,0
SHP-02491,2023-08-15,outbound,FastFreight,"Dallas, TX","Charlotte, NC",TX-NC,Consumer Goods,215.1,52,5,3,-1.6,0,7.92,8.4,0.48,0
SHP-02071,2023-08-15,outbound,RelayEx,"Atlanta, GA","Louisville, KY",GA-KY,Automotive,293.8,38,5,6,1.0,1,8.51,7.96,-0.55,0
SHP-02066,2023-08-15,outbound,DirectMove,"Miami, FL","Tampa, FL",FL-FL,Pharmaceuticals,58.8,34,5,7,2.4,1,5.38,6.16,0.78,0
SHP-02349,2023-08-15,outbound,SwiftLog,"Seattle, WA","Baltimore, MD",WA-MD,Office Supplies,32.5,80,5,4,-0.6,0,7.05,7.41,0.36,0
SHP-00219,2023-08-15,outbound,FastFreight,"New York, NY","Charlotte, NC",NY-NC,Apparel,42.9,48,7,7,-0.1,0,6.1,5.93,-0.17,0
SHP-02107,2023-08-16,outbound,PrimeHaul,"Denver, CO","Salt Lake City, UT",CO-UT,Food & Beverage,101.9,89,7,6,-0.6,0,8.15,8.51,0.36,0
SHP-02330,2023-08-16,outbound,SwiftLog,"Phoenix, AZ","Kansas City, MO",AZ-MO,Automotive,277.8,29,3,4,0.6,1,7.25,7.69,0.44,0
SHP-01298,2023-08-16,outbound,RelayEx,"Atlanta, GA","Columbus, OH",GA-OH,Pharmaceuticals,110.5,33,5,5,0.4,1,6.29,6.71,0.42,0
SHP-00353,2023-08-17,outbound,NorthStar,"Detroit, MI","Portland, OR",MI-OR,Electronics,120.1,11,5,5,0.5,1,4.42,4.7,0.28,0
SHP-02150,2023-08-17,inbound,NorthStar,"Memphis, TN","Salt Lake City, UT",TN-UT,Electronics,32.1,44,5,4,-1.2,0,5.35,5.83,0.48,0
SHP-00293,2023-08-17,outbound,CargoLink,"Denver, CO","Tampa, FL",CO-FL,Apparel,72.9,110,14,15,1.0,1,8.77,9.27,0.5,0
SHP-01350,2023-08-18,inbound,DirectMove,"Atlanta, GA","Nashville, TN",GA-TN,Automotive,31.1,94,3,7,3.6,1,8.01,8.81,0.8,0
SHP-02627,2023-08-18,outbound,NorthStar,"Atlanta, GA","Indianapolis, IN",GA-IN,Apparel,70.2,17,2,1,-1.1,0,4.66,4.88,0.22,0
SHP-02406,2023-08-18,outbound,PrimeHaul,"Denver, CO","Indianapolis, IN",CO-IN,Food & Beverage,142.5,126,14,14,0.3,1,10.18,10.78,0.6,1
SHP-01266,2023-08-18,outbound,FastFreight,"Dallas, TX","Minneapolis, MN",TX-MN,Office Supplies,93.8,14,5,3,-1.9,0,4.6,4.41,-0.19,0
SHP-02265,2023-08-18,outbound,FastFreight,"Chicago, IL","Columbus, OH",IL-OH,Electronics,113.6,28,5,6,1.2,1,5.05,4.83,-0.22,0
SHP-01168,2023-08-18,inbound,CargoLink,"Denver, CO","Baltimore, MD",CO-MD,Pharmaceuticals,95.6,9,3,5,1.5,1,4.71,4.97,0.26,0
SHP-02304,2023-08-18,outbound,NorthStar,"Memphis, TN","Kansas City, MO",TN-MO,Pharmaceuticals,36.2,13,10,10,0.5,1,4.04,4.28,0.24,0
SHP-02207,2023-08-18,inbound,DirectMove,"Detroit, MI","San Antonio, TX",MI-TX,Office Supplies,266.7,16,5,10,4.7,1,7.03,8.03,1.0,0
SHP-02903,2023-08-19,outbound,FastFreight,"Phoenix, AZ","Tampa, FL",AZ-FL,Electronics,265.6,73,7,6,-0.9,0,9.75,9.57,-0.18,0
SHP-00490,2023-08-19,outbound,NorthStar,"New York, NY","Portland, OR",NY-OR,Consumer Goods,112.1,14,5,6,1.4,1,4.88,5.16,0.28,0
SHP-00706,2023-08-19,inbound,NorthStar,"Miami, FL","Charlotte, NC",FL-NC,Pharmaceuticals,83.9,29,3,5,2.4,1,5.21,5.64,0.43,0
SHP-00721,2023-08-20,inbound,DirectMove,"Los Angeles, CA","Charlotte, NC",CA-NC,Consumer Goods,46.3,106,3,3,-0.4,0,8.94,10.04,1.1,0
SHP-02364,2023-08-20,outbound,PrimeHaul,"Seattle, WA","Columbus, OH",WA-OH,Pharmaceuticals,140.3,14,3,1,-3.2,0,5.14,4.95,-0.19,0
SHP-00643,2023-08-20,inbound,PrimeHaul,"Seattle, WA","San Antonio, TX",WA-TX,Automotive,27.7,112,14,14,0.0,0,8.48,8.19,-0.29,1
SHP-00501,2023-08-20,inbound,RelayEx,"Phoenix, AZ","Charlotte, NC",AZ-NC,Food & Beverage,155.1,37,5,7,1.9,1,6.72,6.64,-0.08,0
SHP-01970,2023-08-20,inbound,FastFreight,"New York, NY","Kansas City, MO",NY-MO,Pharmaceuticals,34.3,65,7,9,1.9,1,6.13,5.81,-0.32,0
SHP-02401,2023-08-20,outbound,NorthStar,"Seattle, WA","Salt Lake City, UT",WA-UT,Industrial Parts,43.9,30,10,10,-0.2,0,5.03,5.14,0.11,0
SHP-00693,2023-08-20,outbound,NorthStar,"Miami, FL","Charlotte, NC",FL-NC,Electronics,59.0,65,5,4,-0.8,0,6.65,7.04,0.39,0
SHP-01004,2023-08-20,outbound,PrimeHaul,"Chicago, IL","Columbus, OH",IL-OH,Automotive,37.8,129,5,5,0.2,1,10.66,10.8,0.14,0
SHP-02254,2023-08-20,inbound,FastFreight,"Miami, FL","Charlotte, NC",FL-NC,Pharmaceuticals,74.5,51,3,2,-0.6,0,6.47,6.44,-0.03,0
SHP-02496,2023-08-20,outbound,SwiftLog,"Los Angeles, CA","San Antonio, TX",CA-TX,Food & Beverage,65.4,49,5,4,-0.6,0,6.0,5.98,-0.02,0
SHP-00188,2023-08-21,inbound,CargoLink,"Chicago, IL","Minneapolis, MN",IL-MN,Electronics,69.7,21,5,6,1.2,1,4.88,5.33,0.45,0
SHP-02180,2023-08-21,inbound,NorthStar,"Atlanta, GA","Columbus, OH",GA-OH,Electronics,113.4,48,7,11,3.7,1,6.43,7.22,0.79,0
SHP-02849,2023-08-21,inbound,DirectMove,"New York, NY","Charlotte, NC",NY-NC,Electronics,38.4,20,14,17,3.2,1,4.02,4.55,0.53,0
SHP-01644,2023-08-21,inbound,FastFreight,"Detroit, MI","Baltimore, MD",MI-MD,Office Supplies,70.0,55,7,7,-0.4,0,6.79,6.6,-0.19,0
SHP-00485,2023-08-21,inbound,DirectMove,"Detroit, MI","Minneapolis, MN",MI-MN,Automotive,229.1,40,10,12,1.8,1,8.09,9.03,0.94,0
SHP-02624,2023-08-22,inbound,FastFreight,"Detroit, MI","Charlotte, NC",MI-NC,Pharmaceuticals,91.9,29,2,2,-0.3,0,5.17,5.1,-0.07,0
SHP-02969,2023-08-22,outbound,PrimeHaul,"New York, NY","Kansas City, MO",NY-MO,Pharmaceuticals,197.3,85,3,3,-0.1,0,9.23,9.1,-0.13,0
SHP-02200,2023-08-22,inbound,DirectMove,"Los Angeles, CA","Louisville, KY",CA-KY,Consumer Goods,166.4,15,5,11,5.7,1,5.84,6.68,0.84,0
SHP-00718,2023-08-23,outbound,FastFreight,"Dallas, TX","Nashville, TN",TX-TN,Consumer Goods,183.5,48,7,6,-0.7,0,7.45,7.3,-0.15,0
SHP-00606,2023-08-23,inbound,SwiftLog,"Houston, TX","San Antonio, TX",TX-TX,Office Supplies,119.9,15,5,4,-1.3,0,5.31,5.45,0.14,0
SHP-01676,2023-08-23,inbound,PrimeHaul,"New York, NY","Kansas City, MO",NY-MO,Office Supplies,84.2,39,7,9,2.2,1,5.43,5.47,0.04,0
SHP-02836,2023-08-23,outbound,RelayEx,"Atlanta, GA","Baltimore, MD",GA-MD,Automotive,53.9,50,5,5,-0.2,0,6.06,5.96,-0.1,0
SHP-01067,2023-08-24,outbound,FastFreight,"Houston, TX","Portland, OR",TX-OR,Office Supplies,42.5,21,5,5,0.2,1,4.41,4.45,0.04,0
SHP-00414,2023-08-24,inbound,DirectMove,"Atlanta, GA","Salt Lake City, UT",GA-UT,Automotive,17.3,45,7,9,2.5,1,5.09,5.59,0.5,0
SHP-01580,2023-08-24,outbound,CargoLink,"Dallas, TX","Portland, OR",TX-OR,Pharmaceuticals,65.3,143,3,2,-1.1,0,10.43,10.9,0.47,0
SHP-02536,2023-08-24,outbound,CargoLink,"Dallas, TX","Columbus, OH",TX-OH,Pharmaceuticals,63.0,24,14,16,1.6,1,4.97,5.07,0.1,0
SHP-02936,2023-08-24,outbound,NorthStar,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Industrial Parts,25.3,23,3,5,2.1,1,3.94,4.32,0.38,0
SHP-00103,2023-08-24,inbound,FastFreight,"New York, NY","Minneapolis, MN",NY-MN,Industrial Parts,99.7,24,3,3,-0.4,0,5.15,5.25,0.1,0
SHP-00460,2023-08-24,inbound,CargoLink,"Detroit, MI","Columbus, OH",MI-OH,Office Supplies,200.6,56,10,8,-1.6,0,7.33,7.04,-0.29,0
SHP-00750,2023-08-24,outbound,SwiftLog,"Chicago, IL","Kansas City, MO",IL-MO,Pharmaceuticals,212.2,13,3,2,-0.9,0,6.06,6.11,0.05,0
SHP-01949,2023-08-25,outbound,CargoLink,"Los Angeles, CA","Nashville, TN",CA-TN,Electronics,85.4,71,3,4,0.9,1,7.55,7.89,0.34,0
SHP-00507,2023-08-25,inbound,DirectMove,"Seattle, WA","Columbus, OH",WA-OH,Office Supplies,52.2,106,3,7,3.7,1,8.98,9.77,0.79,0
SHP-01537,2023-08-25,outbound,DirectMove,"Chicago, IL","Kansas City, MO",IL-MO,Industrial Parts,26.1,59,7,14,7.0,1,6.49,7.12,0.63,0
SHP-02228,2023-08-25,outbound,NorthStar,"Los Angeles, CA","Tampa, FL",CA-FL,Office Supplies,65.4,70,2,5,2.7,1,6.7,7.15,0.45,0
SHP-01567,2023-08-25,outbound,NorthStar,"Houston, TX","Indianapolis, IN",TX-IN,Apparel,14.1,21,10,14,4.3,1,4.3,4.6,0.3,0
SHP-02444,2023-08-25,outbound,CargoLink,"Memphis, TN","Tampa, FL",TN-FL,Consumer Goods,61.9,16,10,12,1.6,1,3.93,4.4,0.47,0
SHP-01167,2023-08-26,outbound,SwiftLog,"Denver, CO","Baltimore, MD",CO-MD,Pharmaceuticals,15.7,137,7,8,1.0,1,10.21,11.02,0.81,0
SHP-01303,2023-08-26,inbound,CargoLink,"Seattle, WA","Indianapolis, IN",WA-IN,Consumer Goods,66.4,447,7,7,0.4,1,24.0,26.74,2.74,0
SHP-02930,2023-08-26,outbound,FastFreight,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Consumer Goods,64.6,62,2,2,-0.4,0,6.95,6.22,-0.73,0
SHP-02591,2023-08-26,outbound,FastFreight,"Houston, TX","Salt Lake City, UT",TX-UT,Pharmaceuticals,162.5,18,7,6,-0.6,0,6.15,5.91,-0.24,0
SHP-01469,2023-08-26,outbound,DirectMove,"Chicago, IL","Baltimore, MD",IL-MD,Apparel,18.8,61,5,9,3.9,1,5.9,6.78,0.88,0
SHP-00073,2023-08-27,outbound,PrimeHaul,"Chicago, IL","Tampa, FL",IL-FL,Automotive,179.4,78,14,15,1.4,1,9.67,9.93,0.26,0
SHP-01531,2023-08-27,outbound,NorthStar,"Detroit, MI","Portland, OR",MI-OR,Electronics,75.9,34,14,16,1.7,1,5.2,5.56,0.36,0
SHP-01984,2023-08-27,inbound,NorthStar,"Atlanta, GA","Nashville, TN",GA-TN,Food & Beverage,61.1,70,2,4,1.8,1,7.04,7.88,0.84,0
SHP-01986,2023-08-27,outbound,DirectMove,"Denver, CO","Charlotte, NC",CO-NC,Consumer Goods,27.0,35,3,9,6.1,1,4.43,4.83,0.4,0
SHP-02104,2023-08-27,outbound,FastFreight,"Memphis, TN","Columbus, OH",TN-OH,Electronics,30.6,152,7,7,-0.5,0,11.81,11.33,-0.48,0
SHP-00596,2023-08-27,outbound,FastFreight,"Miami, FL","Baltimore, MD",FL-MD,Industrial Parts,33.2,71,5,3,-1.7,0,7.35,7.31,-0.04,0
SHP-00518,2023-08-27,inbound,RelayEx,"Denver, CO","Columbus, OH",CO-OH,Electronics,44.6,5,2,4,1.7,1,3.4,3.93,0.53,0
SHP-00564,2023-08-27,outbound,FastFreight,"New York, NY","San Antonio, TX",NY-TX,Office Supplies,28.1,30,3,3,-0.2,0,4.42,4.27,-0.15,0
SHP-00551,2023-08-27,outbound,RelayEx,"Detroit, MI","Minneapolis, MN",MI-MN,Apparel,41.0,29,5,7,1.7,1,4.72,4.9,0.18,0
SHP-01251,2023-08-28,outbound,DirectMove,"Atlanta, GA","Indianapolis, IN",GA-IN,Consumer Goods,22.4,90,5,7,2.3,1,7.36,8.29,0.93,0
SHP-01731,2023-08-28,inbound,RelayEx,"Atlanta, GA","Kansas City, MO",GA-MO,Apparel,293.6,229,5,4,-0.8,0,18.17,17.93,-0.24,0
SHP-01131,2023-08-29,inbound,SwiftLog,"Denver, CO","Kansas City, MO",CO-MO,Electronics,132.3,60,10,11,1.1,1,7.99,8.46,0.47,0
SHP-02761,2023-08-29,outbound,PrimeHaul,"New York, NY","Nashville, TN",NY-TN,Industrial Parts,55.2,191,7,6,-0.9,0,13.05,13.39,0.34,0
SHP-00390,2023-08-29,inbound,DirectMove,"Seattle, WA","Indianapolis, IN",WA-IN,Consumer Goods,21.8,68,5,10,4.9,1,6.99,7.74,0.75,0
SHP-01384,2023-08-29,outbound,FastFreight,"Denver, CO","Louisville, KY",CO-KY,Electronics,63.4,9,3,2,-0.7,0,3.91,3.58,-0.33,0
SHP-00951,2023-08-29,outbound,NorthStar,"Seattle, WA","Nashville, TN",WA-TN,Office Supplies,66.1,22,2,4,2.1,1,4.82,5.17,0.35,0
SHP-02752,2023-08-30,outbound,DirectMove,"Memphis, TN","Salt Lake City, UT",TN-UT,Industrial Parts,66.1,46,10,12,2.4,1,5.42,6.01,0.59,0
SHP-01184,2023-08-30,inbound,SwiftLog,"Los Angeles, CA","Indianapolis, IN",CA-IN,Pharmaceuticals,153.8,28,5,6,0.7,1,6.05,6.24,0.19,0
SHP-02385,2023-08-30,outbound,PrimeHaul,"Seattle, WA","Salt Lake City, UT",WA-UT,Consumer Goods,60.5,51,14,15,1.0,1,6.29,5.86,-0.43,0
SHP-00042,2023-08-30,outbound,CargoLink,"Seattle, WA","Salt Lake City, UT",WA-UT,Electronics,82.6,176,14,17,3.0,1,12.32,12.6,0.28,0
SHP-01021,2023-08-30,outbound,CargoLink,"Detroit, MI","Nashville, TN",MI-TN,Food & Beverage,39.8,21,3,4,1.0,1,4.42,4.45,0.03,0
SHP-01501,2023-08-30,outbound,RelayEx,"Memphis, TN","Minneapolis, MN",TN-MN,Food & Beverage,48.1,10,3,5,2.1,1,4.0,4.16,0.16,0
SHP-02539,2023-08-30,outbound,SwiftLog,"Detroit, MI","Baltimore, MD",MI-MD,Automotive,68.3,26,5,5,0.4,1,4.94,5.44,0.5,0
SHP-02571,2023-08-31,inbound,RelayEx,"Atlanta, GA","Louisville, KY",GA-KY,Electronics,180.2,190,3,4,0.6,1,13.15,13.81,0.66,0
SHP-02778,2023-08-31,outbound,DirectMove,"Chicago, IL","Columbus, OH",IL-OH,Apparel,49.2,27,2,8,6.0,1,4.42,5.14,0.72,0
