shipment_id,date,direction,carrier,origin,destination,lane_id,sku_category,weight_kg,quantity,promised_lead_days,actual_lead_days,delay_days,is_delayed,freight_cost_usd,invoiced_cost_usd,cost_variance_usd,damage_flag,month,day_of_week,is_weekend,is_nov_dec,quarter,weight_bucket,cost_per_kg,delay_ratio,rolling_avg_delay,rolling_on_time_rate,rolling_damage_rate,rolling_cost_variance,lane_avg_delay,lane_delay_rate,lane_risk_numeric,pred_is_delayed,pred_delay_proba,pred_cost_variance,in_test_set
SHP-01423,2023-05-14,outbound,FastFreight,"Phoenix, AZ","Baltimore, MD",AZ-MD,Apparel,29.8,43,3,2,-1.0,0,5.06,5.1,0.04,0,5,6,1,0,2,0,0.1698,0.6667,-7.401486830834377e-18,0.6,0.0,-0.1573333333333333,0.494,0.5556,0,0,0.3096,-0.1025,0
SHP-00996,2023-05-15,inbound,DirectMove,"New York, NY","Baltimore, MD",NY-MD,Office Supplies,77.7,23,3,9,6.3,1,4.93,5.24,0.31,0,5,0,0,0,2,1,0.0634,3.0,2.3041666666666667,0.125,0.0,0.9183333333333332,2.623,0.8462,2,1,0.9195,0.5867,0
SHP-01455,2023-05-15,outbound,PrimeHaul,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Office Supplies,380.2,164,3,4,0.8,1,15.47,15.32,-0.15,0,5,0,0,0,2,2,0.0407,1.3333,0.4476190476190476,0.1904761904761904,0.0,0.0733333333333333,0.833,0.6,0,1,0.5047,0.0039,0
SHP-02829,2023-05-15,outbound,SwiftLog,"Memphis, TN","Salt Lake City, UT",TN-UT,Industrial Parts,42.1,16,5,8,2.6,1,3.81,3.89,0.08,0,5,0,0,0,2,0,0.0905,1.6,1.0272727272727271,0.1818181818181817,0.0,0.2118181818181818,1.456,0.6667,1,1,0.7396,0.1896,0
SHP-00354,2023-05-15,outbound,SwiftLog,"New York, NY","Nashville, TN",NY-TN,Apparel,55.4,41,7,8,1.1,1,5.35,5.82,0.47,0,5,0,0,0,2,0,0.0966,1.1429,1.0272727272727271,0.1818181818181817,0.0,0.2118181818181818,0.867,0.75,1,1,0.7354,0.2166,0
SHP-01244,2023-05-16,outbound,RelayEx,"Los Angeles, CA","Indianapolis, IN",CA-IN,Pharmaceuticals,52.7,153,10,8,-1.5,0,12.19,11.98,-0.21,0,5,1,0,0,2,0,0.2313,0.8,0.7,0.3461538461538461,0.0384615384615384,0.2065384615384615,1.3,0.75,1,1,0.6759,0.3203,0
SHP-02002,2023-05-16,inbound,SwiftLog,"Dallas, TX","Nashville, TN",TX-TN,Food & Beverage,52.6,102,7,11,3.7,1,8.46,8.57,0.11,0,5,1,0,0,2,0,0.1608,1.5714,1.1538461538461535,0.1538461538461538,0.0,0.2215384615384615,1.5965,0.8095,2,1,0.7722,0.3334,0
SHP-00679,2023-05-17,outbound,NorthStar,"Dallas, TX","Tampa, FL",TX-FL,Electronics,59.0,28,3,5,1.5,1,4.89,4.66,-0.23,0,5,2,0,0,2,0,0.0829,1.6667,1.7,0.1818181818181817,0.1818181818181818,0.61,1.0215,0.775,1,1,0.8357,0.3142,0
SHP-02501,2023-05-17,inbound,RelayEx,"Atlanta, GA","Kansas City, MO",GA-MO,Electronics,68.5,157,3,2,-0.8,0,10.83,10.75,-0.08,0,5,2,0,0,2,1,0.1581,0.6667,0.6185185185185185,0.3703703703703703,0.037037037037037,0.1911111111111111,1.031,0.4615,0,0,0.41,0.3092,0
SHP-02393,2023-05-17,inbound,NorthStar,"New York, NY","Kansas City, MO",NY-MO,Industrial Parts,172.3,27,7,10,3.1,1,6.28,6.94,0.66,0,5,2,0,0,2,2,0.0364,1.4286,1.7,0.1818181818181817,0.1818181818181818,0.61,0.993,0.8667,2,1,0.8751,0.3652,0
SHP-00555,2023-05-18,outbound,RelayEx,"Memphis, TN","Columbus, OH",TN-OH,Apparel,22.5,19,3,4,0.8,1,3.83,3.84,0.01,0,5,3,0,0,2,0,0.1702,1.3333,0.5678571428571428,0.3928571428571429,0.0357142857142857,0.1814285714285714,0.8,0.6154,0,1,0.6715,0.1679,0
SHP-02675,2023-05-18,inbound,SwiftLog,"Los Angeles, CA","Nashville, TN",CA-TN,Food & Beverage,315.7,36,2,3,1.0,1,8.08,8.18,0.1,1,5,3,0,0,2,2,0.0256,1.5,1.3357142857142856,0.1428571428571429,0.0,0.2135714285714285,1.225,0.75,1,1,0.7201,0.2576,0
SHP-00637,2023-05-18,outbound,SwiftLog,"Denver, CO","Tampa, FL",CO-FL,Industrial Parts,40.3,17,5,6,0.6,1,4.28,4.65,0.37,0,5,3,0,0,2,0,0.1062,1.2,1.3357142857142856,0.1428571428571429,0.0,0.2135714285714285,0.867,0.8333,2,1,0.8238,0.212,0
SHP-00330,2023-05-18,inbound,SwiftLog,"Phoenix, AZ","Columbus, OH",AZ-OH,Office Supplies,66.8,66,10,12,2.3,1,6.98,7.41,0.43,0,5,3,0,0,2,1,0.1045,1.2,1.3357142857142856,0.1428571428571429,0.0,0.2135714285714285,1.27,0.8,1,1,0.7801,0.223,0
SHP-02900,2023-05-18,inbound,FastFreight,"Dallas, TX","Baltimore, MD",TX-MD,Consumer Goods,251.8,221,5,4,-0.6,0,17.04,16.19,-0.85,0,5,3,0,0,2,2,0.0677,0.8,-0.1692307692307692,0.6923076923076923,0.0,-0.1338461538461538,1.009,0.7091000000000001,1,0,0.4119,-0.2554,0
SHP-00047,2023-05-18,outbound,RelayEx,"Chicago, IL","Tampa, FL",IL-FL,Industrial Parts,122.4,43,5,7,1.7,1,6.09,5.92,-0.17,0,5,3,0,0,2,1,0.0498,1.4,0.5678571428571428,0.3928571428571429,0.0357142857142857,0.1814285714285714,1.54,0.7,1,1,0.7208,0.1547,0
SHP-02907,2023-05-19,outbound,RelayEx,"Denver, CO","Kansas City, MO",CO-MO,Food & Beverage,475.8,81,7,7,0.0,0,11.69,11.77,0.08,0,5,4,0,0,2,2,0.0246,1.0,0.6000000000000001,0.3793103448275862,0.0344827586206896,0.173103448275862,1.691,0.7273,1,1,0.7049,0.3022,0
SHP-01608,2023-05-19,inbound,SwiftLog,"Detroit, MI","Indianapolis, IN",MI-IN,Office Supplies,133.5,10,10,10,-0.5,0,4.88,4.86,-0.02,0,5,4,0,0,2,2,0.0366,1.0,1.3294117647058823,0.1176470588235294,0.0588235294117647,0.2288235294117646,0.712,0.5,0,0,0.4924,0.2302,0
SHP-01834,2023-05-20,outbound,RelayEx,"Chicago, IL","Nashville, TN",IL-TN,Office Supplies,184.4,24,5,5,-0.5,0,6.02,6.55,0.53,0,5,5,1,0,2,2,0.0326,1.0,0.5800000000000001,0.4,0.0333333333333333,0.1699999999999999,0.933,0.8889,2,1,0.8346,0.1694,0
SHP-02023,2023-05-20,outbound,RelayEx,"Miami, FL","Nashville, TN",FL-TN,Automotive,240.1,53,5,6,1.4,1,8.81,9.16,0.35,0,5,5,1,0,2,2,0.0367,1.2,0.5800000000000001,0.4,0.0333333333333333,0.1699999999999999,1.455,0.7273,1,1,0.7065,0.1981,0
SHP-01751,2023-05-21,outbound,NorthStar,"Phoenix, AZ","Charlotte, NC",AZ-NC,Food & Beverage,26.8,7,5,9,3.5,1,3.69,3.91,0.22,0,5,6,1,0,2,0,0.1377,1.8,1.825,0.1666666666666666,0.1666666666666666,0.5691666666666667,1.95,0.8571,2,1,0.8908,0.2986,0
SHP-01576,2023-05-21,outbound,CargoLink,"Seattle, WA","San Antonio, TX",WA-TX,Automotive,601.8,13,7,9,1.8,1,9.65,10.39,0.74,0,5,6,1,0,2,2,0.016,1.2857,1.44,0.15,0.05,0.586,0.309,0.5455,0,1,0.6363,0.6439,0
SHP-00325,2023-05-21,outbound,FastFreight,"Chicago, IL","Salt Lake City, UT",IL-UT,Industrial Parts,82.4,19,3,3,0.2,1,4.31,4.09,-0.22,0,5,6,1,0,2,1,0.0523,1.0,-0.2,0.7142857142857143,0.0,-0.185,1.557,0.6429,0,0,0.3807,-0.1267,0
SHP-00506,2023-05-21,outbound,SwiftLog,"Phoenix, AZ","Minneapolis, MN",AZ-MN,Electronics,58.7,51,7,12,4.9,1,6.13,6.71,0.58,0,5,6,1,0,2,0,0.1044,1.7143,1.227777777777778,0.1666666666666666,0.0555555555555555,0.2149999999999999,1.15,0.75,1,1,0.7163,0.2158,0
SHP-00207,2023-05-21,outbound,CargoLink,"Memphis, TN","Minneapolis, MN",TN-MN,Automotive,119.0,81,3,6,3.3,1,7.91,8.09,0.18,0,5,6,1,0,2,1,0.0665,2.0,1.44,0.15,0.05,0.586,0.647,0.6667,1,1,0.6919,0.4301,0
SHP-00124,2023-05-21,inbound,RelayEx,"Atlanta, GA","Nashville, TN",GA-TN,Industrial Parts,136.7,53,5,5,-0.2,0,7.4,7.67,0.27,0,5,6,1,0,2,2,0.0541,1.0,0.5645161290322581,0.4193548387096774,0.032258064516129,0.1806451612903225,1.58,0.8,1,1,0.7579,0.1873,0
SHP-02677,2023-05-21,inbound,SwiftLog,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Apparel,84.0,20,14,16,1.5,1,4.84,5.38,0.54,0,5,6,1,0,2,1,0.0576,1.1429,1.227777777777778,0.1666666666666666,0.0555555555555555,0.2149999999999999,2.16,0.9,2,1,0.8655,0.2,0
SHP-02545,2023-05-21,outbound,SwiftLog,"Phoenix, AZ","Indianapolis, IN",AZ-IN,Consumer Goods,109.0,36,5,6,0.6,1,5.93,6.47,0.54,0,5,6,1,0,2,1,0.0544,1.2,1.227777777777778,0.1666666666666666,0.0555555555555555,0.2149999999999999,0.833,0.6,0,1,0.5876,0.2369,0
SHP-01172,2023-05-21,outbound,SwiftLog,"Houston, TX","Portland, OR",TX-OR,Consumer Goods,54.4,13,3,6,3.3,1,4.33,4.56,0.23,0,5,6,1,0,2,0,0.0796,2.0,1.227777777777778,0.1666666666666666,0.0555555555555555,0.2149999999999999,0.7715000000000001,0.61905,0,1,0.6084,0.2212,0
SHP-02966,2023-05-22,outbound,SwiftLog,"Memphis, TN","Louisville, KY",TN-KY,Apparel,224.9,68,3,2,-0.7,0,9.4,9.54,0.14,0,5,0,0,0,2,2,0.0418,0.6667,1.4727272727272729,0.1363636363636363,0.0454545454545454,0.2618181818181818,1.475,0.6667,1,1,0.6476,0.2949,0
SHP-00866,2023-05-22,outbound,RelayEx,"Phoenix, AZ","Kansas City, MO",AZ-MO,Pharmaceuticals,66.5,9,7,7,-0.1,0,3.79,4.02,0.23,0,5,0,0,0,2,1,0.057,1.0,0.540625,0.4375,0.03125,0.1834375,0.278,0.6667,1,1,0.6953,0.1679,0
SHP-02678,2023-05-23,outbound,NorthStar,"Houston, TX","Columbus, OH",TX-OH,Pharmaceuticals,52.3,40,7,8,1.0,1,5.46,5.99,0.53,0,5,1,0,0,2,0,0.1044,1.1429,2.3666666666666667,0.0833333333333333,0.0833333333333333,0.5133333333333333,0.8225,0.71665,1,1,0.8972,0.3506,0
SHP-01329,2023-05-23,inbound,SwiftLog,"Denver, CO","San Antonio, TX",CO-TX,Office Supplies,79.6,59,7,8,1.3,1,6.17,6.4,0.23,0,5,1,0,0,2,1,0.0775,1.1429,1.4727272727272729,0.1363636363636363,0.0454545454545454,0.2522727272727272,1.114,0.7143,1,1,0.7291,0.2251,0
SHP-01187,2023-05-23,inbound,CargoLink,"Chicago, IL","Louisville, KY",IL-KY,Office Supplies,87.3,36,2,2,0.4,1,6.03,6.31,0.28,0,5,1,0,0,2,1,0.0691,1.0,1.5235294117647058,0.1176470588235294,0.0588235294117647,0.4664705882352941,1.3,0.75,1,1,0.7211,0.2771,0
SHP-01302,2023-05-24,outbound,FastFreight,"Atlanta, GA","Columbus, OH",GA-OH,Food & Beverage,18.3,45,3,2,-0.9,0,5.47,5.5,0.03,0,5,2,0,0,2,0,0.2989,0.6667,-0.25,0.7142857142857143,0.0,-0.195,0.7,0.6429,0,0,0.3399,-0.107,0
SHP-00719,2023-05-24,outbound,FastFreight,"Phoenix, AZ","Tampa, FL",AZ-FL,Automotive,211.7,14,5,4,-0.7,0,6.32,5.35,-0.97,0,5,2,0,0,2,2,0.0299,0.8,-0.25,0.7142857142857143,0.0,-0.195,-0.536,0.2727,0,0,0.2014,-0.375,0
SHP-00014,2023-05-24,outbound,SwiftLog,"Detroit, MI","Charlotte, NC",MI-NC,Office Supplies,97.5,28,7,8,0.6,1,5.08,5.21,0.13,0,5,2,0,0,2,1,0.0521,1.1429,1.465217391304348,0.1304347826086956,0.0434782608695652,0.2513043478260869,0.167,0.3333,0,1,0.5029,0.2213,0
SHP-00598,2023-05-25,inbound,SwiftLog,"Chicago, IL","Columbus, OH",IL-OH,Industrial Parts,81.6,36,7,5,-2.5,0,5.19,5.29,0.1,0,5,3,0,0,2,1,0.0636,0.7143,1.429166666666667,0.125,0.0416666666666666,0.24625,1.01,0.7,1,1,0.715,0.2202,0
SHP-01584,2023-05-25,outbound,RelayEx,"Denver, CO","Columbus, OH",CO-OH,Consumer Goods,169.4,104,14,16,1.5,1,10.14,10.08,-0.06,0,5,3,0,0,2,2,0.0599,1.1429,0.6620689655172414,0.4137931034482759,0.0344827586206896,0.1579310344827586,1.24,0.8,1,1,0.7692,0.3104,0
SHP-02153,2023-05-25,outbound,DirectMove,"Detroit, MI","Columbus, OH",MI-OH,Food & Beverage,26.6,65,7,15,7.7,1,6.74,7.47,0.73,0,5,3,0,0,2,0,0.2534,2.1429,2.561111111111112,0.1111111111111111,0.0,0.8516666666666667,2.19,0.8,1,1,0.8882,0.7807,0
SHP-00092,2023-05-25,inbound,PrimeHaul,"New York, NY","Salt Lake City, UT",NY-UT,Pharmaceuticals,593.4,103,5,5,-0.0,0,16.24,16.15,-0.09,0,5,3,0,0,2,2,0.0274,1.0,0.4615384615384616,0.2307692307692307,0.0,0.1269230769230769,1.321,0.8571,2,1,0.7862,0.068,0
SHP-01585,2023-05-26,outbound,FastFreight,"Phoenix, AZ","Nashville, TN",AZ-TN,Consumer Goods,27.4,55,3,3,-0.1,0,5.3,5.18,-0.12,0,5,4,0,0,2,0,0.1934,1.0,-0.3,0.7142857142857143,0.0,-0.2557142857142857,1.488,0.7059,1,0,0.4052,-0.1233,0
SHP-00902,2023-05-26,inbound,SwiftLog,"Miami, FL","Charlotte, NC",FL-NC,Apparel,49.3,5,10,9,-0.9,0,3.93,4.1,0.17,0,5,4,0,0,2,0,0.0797,0.9,1.2958333333333334,0.1666666666666666,0.0416666666666666,0.2312499999999999,1.4,0.5882,0,1,0.5863,0.2012,0
SHP-01669,2023-05-26,inbound,DirectMove,"Memphis, TN","Tampa, FL",TN-FL,Food & Beverage,158.0,109,3,6,2.7,1,10.15,11.43,1.28,0,5,4,0,0,2,2,0.0642,2.0,2.8,0.1176470588235294,0.0,0.77,1.08,0.8,1,1,0.8771,1.297,0
SHP-01995,2023-05-26,inbound,FastFreight,"Denver, CO","Salt Lake City, UT",CO-UT,Food & Beverage,82.6,65,10,10,0.5,1,7.26,7.43,0.17,0,5,4,0,0,2,1,0.0879,1.0,-0.3,0.7142857142857143,0.0,-0.2557142857142857,1.345,0.6364,0,0,0.3275,-0.133,0
SHP-00128,2023-05-26,outbound,RelayEx,"Chicago, IL","Portland, OR",IL-OR,Apparel,62.9,26,10,13,3.4,1,4.54,4.33,-0.21,0,5,4,0,0,2,0,0.0722,1.3,0.7137931034482758,0.3793103448275862,0.0344827586206896,0.1510344827586207,1.923,0.8462,2,1,0.7951,0.1434,0
SHP-00513,2023-05-27,outbound,CargoLink,"Detroit, MI","Columbus, OH",MI-OH,Office Supplies,90.2,135,14,14,0.3,1,10.93,11.22,0.29,0,5,5,1,0,2,1,0.1212,1.0,1.6214285714285714,0.0714285714285714,0.0714285714285714,0.3857142857142857,2.19,0.8,1,1,0.7534,0.5439,0
SHP-00801,2023-05-27,outbound,RelayEx,"Phoenix, AZ","Portland, OR",AZ-OR,Industrial Parts,333.5,12,5,7,2.3,1,8.05,8.01,-0.04,0,5,5,1,0,2,2,0.0241,1.4,0.7857142857142857,0.3571428571428571,0.0357142857142857,0.1067857142857142,1.327,0.8,1,1,0.7602,0.1681,0
SHP-01433,2023-05-27,outbound,FastFreight,"Phoenix, AZ","Salt Lake City, UT",AZ-UT,Apparel,14.4,4,3,3,0.3,1,3.14,3.21,0.07,0,5,5,1,0,2,0,0.2181,1.0,-0.2375,0.6875,0.0,-0.220625,1.838,0.8125,2,1,0.6485,-0.1084,0
SHP-00825,2023-05-27,outbound,RelayEx,"New York, NY","Charlotte, NC",NY-NC,Consumer Goods,46.0,32,5,7,1.7,1,4.71,5.2,0.49,0,5,5,1,0,2,0,0.1024,1.4,0.7857142857142857,0.3571428571428571,0.0357142857142857,0.1067857142857142,1.15,0.8571,2,1,0.8205,0.1423,0
SHP-00164,2023-05-28,inbound,DirectMove,"Dallas, TX","San Antonio, TX",TX-TX,Apparel,25.8,27,7,7,-0.2,0,4.52,5.16,0.64,0,5,6,1,0,2,0,0.1752,1.0,2.6214285714285714,0.1428571428571429,0.0,0.8378571428571429,0.8644999999999999,0.64585,0,1,0.7809,0.5586,0
SHP-00934,2023-05-28,inbound,FastFreight,"Seattle, WA","Salt Lake City, UT",WA-UT,Office Supplies,76.5,107,7,6,-0.9,0,9.22,9.17,-0.05,0,5,6,1,0,2,1,0.1205,0.8571,-0.2058823529411764,0.6470588235294117,0.0,-0.2035294117647058,0.7,0.75,1,0,0.4737,-0.1495,0
SHP-02870,2023-05-29,outbound,SwiftLog,"Houston, TX","Columbus, OH",TX-OH,Food & Beverage,147.1,55,14,15,1.4,1,6.82,6.95,0.13,0,5,0,0,0,2,2,0.0464,1.0714,1.1125,0.2083333333333333,0.0416666666666666,0.2262499999999999,0.8225,0.71665,1,1,0.7201,0.2508,0
SHP-00912,2023-05-29,inbound,PrimeHaul,"Dallas, TX","Tampa, FL",TX-FL,Food & Beverage,68.4,124,5,6,1.0,1,9.4,9.69,0.29,0,5,0,0,0,2,1,0.1374,1.2,0.4666666666666667,0.2222222222222222,0.0,0.051111111111111,1.6395,0.84615,2,1,0.7631,0.0017,0
SHP-01729,2023-05-29,outbound,FastFreight,"Dallas, TX","Nashville, TN",TX-TN,Apparel,53.0,127,7,9,1.5,1,10.52,10.18,-0.34,1,5,0,0,0,2,0,0.1985,1.2857,-0.2176470588235294,0.6470588235294117,0.0,-0.2058823529411764,0.901,0.59165,0,0,0.3889,-0.1922,0
SHP-02336,2023-05-29,inbound,DirectMove,"Denver, CO","Salt Lake City, UT",CO-UT,Pharmaceuticals,89.0,26,3,8,5.3,1,5.21,6.11,0.9,0,5,0,0,0,2,1,0.0585,2.6667,2.335714285714286,0.2142857142857143,0.0,0.8135714285714285,1.345,0.6364,0,1,0.8645,0.6341,0
SHP-00673,2023-05-29,outbound,CargoLink,"Dallas, TX","Baltimore, MD",TX-MD,Consumer Goods,138.6,134,3,5,2.4,1,10.1,11.08,0.98,0,5,0,0,0,2,2,0.0729,1.6667,1.492857142857143,0.0714285714285714,0.0714285714285714,0.37,1.5315,0.79285,1,1,0.7602,0.5736,0
SHP-02698,2023-05-29,inbound,CargoLink,"Los Angeles, CA","Charlotte, NC",CA-NC,Automotive,107.7,75,14,13,-0.6,0,8.3,9.5,1.2,0,5,0,0,0,2,1,0.0771,0.9286,1.492857142857143,0.0714285714285714,0.0714285714285714,0.37,0.6,0.3333,0,0,0.3621,0.4187,0
SHP-00024,2023-05-30,outbound,NorthStar,"Chicago, IL","Kansas City, MO",IL-MO,Apparel,61.7,119,3,7,3.8,1,8.95,9.53,0.58,0,5,1,0,0,2,0,0.1451,2.3333,2.377777777777778,0.1111111111111111,0.0,0.3155555555555555,1.056,0.5,0,1,0.6226,0.475,0
SHP-01930,2023-05-30,outbound,PrimeHaul,"New York, NY","Charlotte, NC",NY-NC,Automotive,195.7,25,14,15,0.7,1,5.97,6.1,0.13,0,5,1,0,0,2,2,0.0305,1.0714,0.5,0.2222222222222222,0.0,0.0777777777777777,1.15,0.8571,2,1,0.8221,0.04,0
SHP-01683,2023-05-30,inbound,SwiftLog,"Phoenix, AZ","Kansas City, MO",AZ-MO,Apparel,181.4,225,7,9,2.3,1,15.62,15.82,0.2,0,5,1,0,0,2,2,0.0861,1.2857,1.1521739130434785,0.1739130434782608,0.0434782608695652,0.2073913043478261,1.0,0.75,1,1,0.7049,0.471,0
SHP-00285,2023-05-30,outbound,CargoLink,"Phoenix, AZ","San Antonio, TX",AZ-TX,Consumer Goods,106.2,86,3,5,2.1,1,8.38,9.35,0.97,0,5,1,0,0,2,1,0.0789,1.6667,1.3533333333333333,0.1333333333333333,0.0666666666666666,0.506,0.625,0.6667,1,1,0.6687,0.4452,0
SHP-02929,2023-05-30,outbound,NorthStar,"Los Angeles, CA","Charlotte, NC",CA-NC,Industrial Parts,143.2,198,14,16,2.1,1,13.06,13.64,0.58,0,5,1,0,0,2,2,0.0912,1.1429,2.377777777777778,0.1111111111111111,0.0,0.3155555555555555,0.427,0.4667,0,1,0.6343,0.8135,0
SHP-02648,2023-05-31,inbound,SwiftLog,"Dallas, TX","Baltimore, MD",TX-MD,Consumer Goods,37.3,24,5,8,2.6,1,4.23,4.22,-0.01,0,5,2,0,0,2,0,0.1134,1.6,1.191304347826087,0.1739130434782608,0.0434782608695652,0.1991304347826086,1.009,0.7091000000000001,1,1,0.7337,0.1999,0
SHP-00903,2023-05-31,outbound,DirectMove,"Atlanta, GA","Kansas City, MO",GA-MO,Electronics,8.7,15,5,7,1.9,1,3.9,4.18,0.28,1,5,2,0,0,2,0,0.4483,1.4,2.4214285714285717,0.2142857142857143,0.0,0.7828571428571428,1.215,0.7692,1,1,0.8539,0.5699,0
SHP-02883,2023-05-31,outbound,SwiftLog,"Seattle, WA","Baltimore, MD",WA-MD,Automotive,138.7,24,2,3,1.2,1,6.1,6.2,0.1,0,5,2,0,0,2,2,0.044,1.5,1.191304347826087,0.1739130434782608,0.0434782608695652,0.1991304347826086,0.865,0.6471,0,1,0.6644,0.2256,0
SHP-02689,2023-05-31,inbound,PrimeHaul,"New York, NY","San Antonio, TX",NY-TX,Consumer Goods,42.5,10,7,8,1.3,1,4.19,4.21,0.02,0,5,2,0,0,2,0,0.0986,1.1429,0.5111111111111111,0.2222222222222222,0.0,0.101111111111111,0.907,0.8571,2,1,0.8469,0.0416,0
SHP-00305,2023-06-01,outbound,RelayEx,"Detroit, MI","Columbus, OH",MI-OH,Automotive,218.2,40,3,4,1.3,1,7.21,7.55,0.34,0,6,3,0,0,2,2,0.033,1.3333,0.6888888888888888,0.3703703703703703,0.037037037037037,0.13,2.19,0.8,1,1,0.7702,0.1726,0
SHP-00377,2023-06-01,inbound,DirectMove,"Houston, TX","Louisville, KY",TX-KY,Industrial Parts,121.3,59,3,5,2.3,1,7.44,8.43,0.99,0,6,3,0,0,2,1,0.0613,1.6667,2.386666666666667,0.1999999999999999,0.0666666666666666,0.7493333333333332,0.79,0.6919500000000001,1,1,0.8852,0.9246,0
SHP-01840,2023-06-01,outbound,SwiftLog,"Houston, TX","Columbus, OH",TX-OH,Pharmaceuticals,33.4,29,5,5,-0.2,0,4.93,5.2,0.27,0,6,3,0,0,2,0,0.1476,1.0,1.248,0.16,0.04,0.1868,0.8225,0.71665,1,1,0.7233,0.212,0
SHP-01229,2023-06-02,outbound,DirectMove,"New York, NY","Nashville, TN",NY-TN,Consumer Goods,71.7,183,7,11,4.0,1,13.72,16.0,2.28,0,6,4,0,0,2,1,0.1914,1.5714,2.38125,0.1875,0.0625,0.7643749999999999,0.867,0.75,1,1,0.8593,1.7271,0
SHP-01363,2023-06-02,outbound,CargoLink,"Memphis, TN","Baltimore, MD",TN-MD,Apparel,16.3,59,5,3,-2.2,0,5.57,6.03,0.46,0,6,4,0,0,2,0,0.3417,0.6,1.3333333333333333,0.1333333333333333,0.0666666666666666,0.5406666666666666,0.112,0.625,0,1,0.5563,0.2976,0
SHP-01364,2023-06-03,outbound,FastFreight,"Dallas, TX","Portland, OR",TX-OR,Food & Beverage,64.7,18,5,5,0.0,0,4.8,4.52,-0.28,0,6,5,1,0,2,0,0.0742,1.0,-0.1571428571428571,0.5714285714285714,0.0714285714285714,-0.2228571428571428,0.7715000000000001,0.61905,0,0,0.3383,-0.1016,0
SHP-00229,2023-06-03,inbound,SwiftLog,"Houston, TX","Baltimore, MD",TX-MD,Pharmaceuticals,126.6,45,7,8,0.9,1,6.86,6.79,-0.07,0,6,5,1,0,2,1,0.0542,1.1429,1.22,0.1999999999999999,0.04,0.2052,1.009,0.7091000000000001,1,1,0.7003,0.226,0
SHP-00675,2023-06-03,inbound,FastFreight,"Phoenix, AZ","Portland, OR",AZ-OR,Electronics,38.0,25,5,6,0.8,1,4.09,4.0,-0.09,0,6,5,1,0,2,0,0.1076,1.2,-0.1571428571428571,0.5714285714285714,0.0714285714285714,-0.2228571428571428,0.467,0.6667,1,0,0.39,-0.1016,0
SHP-02347,2023-06-03,outbound,RelayEx,"Detroit, MI","Kansas City, MO",MI-MO,Pharmaceuticals,65.1,48,2,1,-0.6,0,6.16,6.5,0.34,0,6,5,1,0,2,1,0.0946,0.5,0.7538461538461537,0.3461538461538461,0.0384615384615384,0.115,0.877,0.5385,0,0,0.3724,0.1611,0
SHP-01876,2023-06-04,inbound,CargoLink,"Detroit, MI","Nashville, TN",MI-TN,Office Supplies,35.8,41,5,7,2.5,1,5.54,6.19,0.65,0,6,6,1,0,2,0,0.1547,1.4,1.0933333333333333,0.1999999999999999,0.0666666666666666,0.5706666666666667,0.675,0.75,1,1,0.7394,0.2911,0
SHP-02233,2023-06-04,inbound,CargoLink,"Miami, FL","San Antonio, TX",FL-TX,Office Supplies,332.6,17,3,5,2.5,1,8.38,8.6,0.22,0,6,6,1,0,2,2,0.0252,1.6667,1.0933333333333333,0.1999999999999999,0.0666666666666666,0.5706666666666667,1.385,0.7692,1,1,0.778,0.3925,0
SHP-00198,2023-06-04,inbound,PrimeHaul,"Detroit, MI","San Antonio, TX",MI-TX,Food & Beverage,21.3,32,10,11,1.3,1,4.75,4.73,-0.02,0,6,6,1,0,2,0,0.223,1.1,0.8125000000000001,0.125,0.0,0.0124999999999999,2.07,0.9,2,1,0.842,0.0287,0
SHP-00840,2023-06-04,outbound,RelayEx,"Los Angeles, CA","Nashville, TN",CA-TN,Electronics,108.0,75,3,3,-0.4,0,7.54,7.5,-0.04,0,6,6,1,0,2,1,0.0698,1.0,0.7,0.36,0.04,0.1256,0.275,0.5,0,0,0.3625,0.1859,0
SHP-00286,2023-06-04,outbound,DirectMove,"Denver, CO","Indianapolis, IN",CO-IN,Food & Beverage,113.4,47,5,6,0.9,1,7.13,7.93,0.8,0,6,6,1,0,2,1,0.0629,1.2,2.476470588235294,0.1764705882352941,0.0588235294117647,0.8535294117647058,0.373,0.8,1,1,0.8567,0.8517,0
SHP-02525,2023-06-05,outbound,SwiftLog,"Houston, TX","Louisville, KY",TX-KY,Office Supplies,79.7,61,10,11,0.7,1,7.15,7.44,0.29,0,6,0,0,0,2,1,0.0897,1.1,1.196,0.1999999999999999,0.04,0.1783999999999999,0.6535,0.56665,0,1,0.5912,0.2466,0
SHP-02392,2023-06-05,inbound,DirectMove,"Memphis, TN","Tampa, FL",TN-FL,Office Supplies,101.8,52,7,9,1.9,1,6.38,6.77,0.39,0,6,0,0,0,2,1,0.0627,1.2857,2.388888888888889,0.1666666666666666,0.0555555555555555,0.8505555555555555,1.08,0.8,1,1,0.8956,0.7364,0
SHP-01291,2023-06-06,inbound,FastFreight,"Atlanta, GA","Indianapolis, IN",GA-IN,Apparel,84.2,42,5,6,1.3,1,6.46,6.62,0.16,0,6,1,0,0,2,1,0.0767,1.2,-0.1266666666666666,0.6,0.0666666666666666,-0.2273333333333333,1.01,0.8,1,1,0.5436,-0.1107,0
